form_id,move_id,version_group_id,learn_method_id,level_learned_at,move_order
344,rest,13,4,0,23
344,rest,14,4,0,23
344,rest,15,4,0,23
344,rest,16,4,0,23
344,rest,17,4,0,23
344,rest,18,4,0,23
344,rest,20,4,0,23
344,rest,23,4,0,23
344,rock-slide,6,3,0,24
344,rock-slide,7,3,0,24
344,rock-slide,8,4,0,24
344,rock-slide,9,4,0,24
344,rock-slide,10,4,0,24
344,rock-slide,11,4,0,24
344,rock-slide,14,4,0,24
344,rock-slide,15,4,0,24
344,rock-slide,16,4,0,24
344,rock-slide,17,4,0,24
344,rock-slide,18,4,0,24
344,rock-slide,20,4,0,24
344,rock-slide,23,4,0,24
344,substitute,6,3,0,25
344,substitute,7,3,0,25
344,substitute,8,4,0,25
344,substitute,9,4,0,25
344,substitute,10,4,0,25
344,substitute,11,4,0,25
344,substitute,13,3,0,25
344,substitute,14,4,0,25
344,substitute,15,4,0,25
344,substitute,16,4,0,25
344,substitute,17,4,0,25
344,substitute,18,4,0,25
344,substitute,20,4,0,25
344,substitute,23,4,0,25
344,snore,6,3,0,26
344,snore,9,3,0,26
344,snore,10,3,0,26
344,snore,14,3,0,26
344,snore,16,3,0,26
344,snore,18,3,0,26
344,snore,20,4,0,26
344,protect,5,4,0,27
344,protect,6,4,0,27
344,protect,7,4,0,27
344,protect,8,4,0,27
344,protect,9,4,0,27
344,protect,10,4,0,27
344,protect,11,4,0,27
344,protect,12,4,0,27
344,protect,13,4,0,27
344,protect,14,4,0,27
344,protect,15,4,0,27
344,protect,16,4,0,27
344,protect,17,4,0,27
344,protect,18,4,0,27
344,protect,20,4,0,27
344,protect,23,4,0,27
344,mud-slap,5,1,7,28
344,mud-slap,6,1,7,28
344,mud-slap,6,3,0,28
344,mud-slap,7,1,7,28
344,mud-slap,8,1,7,28
344,mud-slap,9,1,7,28
344,mud-slap,9,3,0,28
344,mud-slap,10,1,7,28
344,mud-slap,10,3,0,28
344,mud-slap,11,1,11,28
344,mud-slap,12,1,7,28
344,mud-slap,13,1,7,28
344,mud-slap,14,1,7,28
344,mud-slap,15,1,7,28
344,mud-slap,16,1,7,28
344,mud-slap,17,1,7,28
344,mud-slap,18,1,7,28
344,mud-slap,20,1,1,28
344,mud-slap,23,1,1,28
344,sandstorm,5,1,31,29
344,sandstorm,5,4,0,29
344,sandstorm,6,1,31,29
344,sandstorm,6,4,0,29
344,sandstorm,7,1,31,29
344,sandstorm,7,4,0,29
344,sandstorm,8,1,40,29
344,sandstorm,8,4,0,29
344,sandstorm,9,1,40,29
344,sandstorm,9,4,0,29
344,sandstorm,10,1,40,29
344,sandstorm,10,4,0,29
344,sandstorm,11,1,34,29
344,sandstorm,11,4,0,29
344,sandstorm,12,1,31,29
344,sandstorm,12,4,0,29
344,sandstorm,13,1,31,29
344,sandstorm,13,4,0,29
344,sandstorm,14,1,47,29
344,sandstorm,14,4,0,29
344,sandstorm,15,1,47,29
344,sandstorm,15,4,0,29
344,sandstorm,16,1,46,29
344,sandstorm,16,4,0,29
344,sandstorm,17,1,46,29
344,sandstorm,17,4,0,29
344,sandstorm,18,1,46,29
344,sandstorm,18,4,0,29
344,sandstorm,20,1,43,29
344,sandstorm,20,4,0,29
344,sandstorm,23,1,43,29
344,sandstorm,23,4,0,29
344,endure,6,3,0,30
344,endure,8,4,0,30
344,endure,9,4,0,30
344,endure,10,4,0,30
344,endure,20,4,0,30
344,endure,23,4,0,30
344,swagger,6,3,0,31
344,swagger,8,4,0,31
344,swagger,9,4,0,31
344,swagger,10,4,0,31
344,swagger,11,4,0,31
344,swagger,13,3,0,31
344,swagger,14,4,0,31
344,swagger,15,4,0,31
344,swagger,16,4,0,31
344,swagger,17,4,0,31
344,swagger,18,4,0,31
344,swagger,23,4,0,31
344,sleep-talk,6,3,0,32
344,sleep-talk,8,4,0,32
344,sleep-talk,9,4,0,32
344,sleep-talk,10,4,0,32
344,sleep-talk,14,3,0,32
344,sleep-talk,15,4,0,32
344,sleep-talk,16,4,0,32
344,sleep-talk,17,4,0,32
344,sleep-talk,18,4,0,32
344,sleep-talk,20,4,0,32
344,sleep-talk,23,4,0,32
344,return,5,4,0,33
344,return,6,4,0,33
344,return,7,4,0,33
344,return,8,4,0,33
344,return,9,4,0,33
344,return,10,4,0,33
344,return,11,4,0,33
344,return,12,4,0,33
344,return,13,4,0,33
344,return,14,4,0,33
344,return,15,4,0,33
344,return,16,4,0,33
344,return,17,4,0,33
344,return,18,4,0,33
344,frustration,5,4,0,34
344,frustration,6,4,0,34
344,frustration,7,4,0,34
344,frustration,8,4,0,34
344,frustration,9,4,0,34
344,frustration,10,4,0,34
344,frustration,11,4,0,34
344,frustration,12,4,0,34
344,frustration,13,4,0,34
344,frustration,14,4,0,34
344,frustration,15,4,0,34
344,frustration,16,4,0,34
344,frustration,17,4,0,34
344,frustration,18,4,0,34
344,safeguard,8,4,0,35
344,safeguard,9,4,0,35
344,safeguard,10,4,0,35
344,safeguard,11,4,0,35
344,safeguard,14,4,0,35
344,safeguard,15,4,0,35
344,safeguard,16,4,0,35
344,safeguard,17,4,0,35
344,safeguard,18,4,0,35
344,safeguard,20,4,0,35
344,safeguard,23,4,0,35
344,rapid-spin,5,1,1,36
344,rapid-spin,5,1,5,36
344,rapid-spin,6,1,1,36
344,rapid-spin,6,1,5,36
344,rapid-spin,7,1,1,36
344,rapid-spin,7,1,5,36
344,rapid-spin,8,1,1,36
344,rapid-spin,8,1,5,36
344,rapid-spin,9,1,1,36
344,rapid-spin,9,1,5,36
344,rapid-spin,10,1,1,36
344,rapid-spin,10,1,5,36
344,rapid-spin,11,1,1,36
344,rapid-spin,11,1,7,36
344,rapid-spin,12,1,1,36
344,rapid-spin,12,1,5,36
344,rapid-spin,13,1,1,36
344,rapid-spin,13,1,5,36
344,rapid-spin,14,1,1,36
344,rapid-spin,14,1,4,36
344,rapid-spin,15,1,1,36
344,rapid-spin,15,1,4,36
344,rapid-spin,16,1,1,36
344,rapid-spin,16,1,4,36
344,rapid-spin,17,1,1,36
344,rapid-spin,17,1,4,36
344,rapid-spin,18,1,1,36
344,rapid-spin,18,1,4,36
344,rapid-spin,20,1,1,36
344,rapid-spin,23,1,1,36
344,hidden-power,5,4,0,37
344,hidden-power,6,4,0,37
344,hidden-power,7,4,0,37
344,hidden-power,8,4,0,37
344,hidden-power,9,4,0,37
344,hidden-power,10,4,0,37
344,hidden-power,11,4,0,37
344,hidden-power,12,4,0,37
344,hidden-power,13,4,0,37
344,hidden-power,14,4,0,37
344,hidden-power,15,4,0,37
344,hidden-power,16,4,0,37
344,hidden-power,17,4,0,37
344,hidden-power,18,4,0,37
344,rain-dance,5,4,0,38
344,rain-dance,6,4,0,38
344,rain-dance,7,4,0,38
344,rain-dance,8,4,0,38
344,rain-dance,9,4,0,38
344,rain-dance,10,4,0,38
344,rain-dance,11,4,0,38
344,rain-dance,12,4,0,38
344,rain-dance,13,4,0,38
344,rain-dance,14,4,0,38
344,rain-dance,15,4,0,38
344,rain-dance,16,4,0,38
344,rain-dance,17,4,0,38
344,rain-dance,18,4,0,38
344,rain-dance,20,4,0,38
344,rain-dance,23,4,0,38
344,sunny-day,5,4,0,39
344,sunny-day,6,4,0,39
344,sunny-day,7,4,0,39
344,sunny-day,8,4,0,39
344,sunny-day,9,4,0,39
344,sunny-day,10,4,0,39
344,sunny-day,11,4,0,39
344,sunny-day,12,4,0,39
344,sunny-day,13,4,0,39
344,sunny-day,14,4,0,39
344,sunny-day,15,4,0,39
344,sunny-day,16,4,0,39
344,sunny-day,17,4,0,39
344,sunny-day,18,4,0,39
344,sunny-day,20,4,0,39
344,sunny-day,23,4,0,39
344,psych-up,6,3,0,40
344,psych-up,8,4,0,40
344,psych-up,9,4,0,40
344,psych-up,10,4,0,40
344,psych-up,11,4,0,40
344,psych-up,14,4,0,40
344,psych-up,15,4,0,40
344,psych-up,16,4,0,40
344,psych-up,17,4,0,40
344,psych-up,18,4,0,40
344,psych-up,23,4,0,40
344,ancient-power,5,1,25,41
344,ancient-power,6,1,25,41
344,ancient-power,7,1,25,41
344,ancient-power,8,1,25,41
344,ancient-power,9,1,25,41
344,ancient-power,9,3,0,41
344,ancient-power,10,1,25,41
344,ancient-power,10,3,0,41
344,ancient-power,11,1,26,41
344,ancient-power,12,1,25,41
344,ancient-power,13,1,25,41
344,ancient-power,14,1,21,41
344,ancient-power,15,1,21,41
344,ancient-power,16,1,19,41
344,ancient-power,17,1,19,41
344,ancient-power,18,1,19,41
344,ancient-power,20,1,18,41
344,ancient-power,23,1,18,41
344,shadow-ball,5,4,0,42
344,shadow-ball,6,4,0,42
344,shadow-ball,7,4,0,42
344,shadow-ball,8,4,0,42
344,shadow-ball,9,4,0,42
344,shadow-ball,10,4,0,42
344,shadow-ball,11,4,0,42
344,shadow-ball,12,4,0,42
344,shadow-ball,13,4,0,42
344,shadow-ball,14,4,0,42
344,shadow-ball,15,4,0,42
344,shadow-ball,16,4,0,42
344,shadow-ball,17,4,0,42
344,shadow-ball,18,4,0,42
344,shadow-ball,20,4,0,42
344,shadow-ball,23,4,0,42
344,future-sight,20,4,0,43
344,rock-smash,5,4,0,44
344,rock-smash,6,4,0,44
344,rock-smash,7,4,0,44
344,rock-smash,8,4,0,44
344,rock-smash,9,4,0,44
344,rock-smash,10,4,0,44
344,rock-smash,11,4,0,44
344,rock-smash,12,4,0,44
344,rock-smash,13,4,0,44
344,rock-smash,14,4,0,44
344,rock-smash,15,4,0,44
344,rock-smash,16,4,0,44
344,rock-smash,23,4,0,44
344,facade,5,4,0,45
344,facade,6,4,0,45
344,facade,7,4,0,45
344,facade,8,4,0,45
344,facade,9,4,0,45
344,facade,10,4,0,45
344,facade,11,4,0,45
344,facade,12,4,0,45
344,facade,13,4,0,45
344,facade,14,4,0,45
344,facade,15,4,0,45
344,facade,16,4,0,45
344,facade,17,4,0,45
344,facade,18,4,0,45
344,facade,20,4,0,45
344,facade,23,4,0,45
344,trick,9,3,0,46
344,trick,10,3,0,46
344,trick,14,3,0,46
344,trick,16,3,0,46
344,trick,18,3,0,46
344,trick,20,4,0,46
344,magic-coat,10,3,0,47
344,magic-coat,14,3,0,47
344,magic-coat,16,3,0,47
344,magic-coat,18,3,0,47
344,recycle,8,4,0,48
344,recycle,9,4,0,48
344,recycle,10,4,0,48
344,recycle,14,3,0,48
344,recycle,16,3,0,48
344,recycle,18,3,0,48
344,recycle,23,4,0,48
344,skill-swap,5,4,0,49
344,skill-swap,6,4,0,49
344,skill-swap,7,4,0,49
344,skill-swap,8,4,0,49
344,skill-swap,9,4,0,49
344,skill-swap,10,4,0,49
344,skill-swap,12,4,0,49
344,skill-swap,13,4,0,49
344,skill-swap,14,3,0,49
344,skill-swap,16,3,0,49
344,skill-swap,18,3,0,49
344,skill-swap,20,4,0,49
344,skill-swap,23,4,0,49
344,imprison,16,1,52,50
344,imprison,17,1,52,50
344,imprison,18,1,52,50
344,imprison,20,1,21,50
344,imprison,20,4,0,50
344,imprison,23,1,21,50
344,secret-power,5,4,0,51
344,secret-power,6,4,0,51
344,secret-power,7,4,0,51
344,secret-power,8,4,0,51
344,secret-power,9,4,0,51
344,secret-power,10,4,0,51
344,secret-power,12,4,0,51
344,secret-power,13,4,0,51
344,secret-power,16,4,0,51
344,rock-tomb,5,1,15,52
344,rock-tomb,5,4,0,52
344,rock-tomb,6,1,15,52
344,rock-tomb,6,4,0,52
344,rock-tomb,7,1,15,52
344,rock-tomb,7,4,0,52
344,rock-tomb,8,1,15,52
344,rock-tomb,8,4,0,52
344,rock-tomb,9,1,15,52
344,rock-tomb,9,4,0,52
344,rock-tomb,10,1,15,52
344,rock-tomb,10,4,0,52
344,rock-tomb,11,1,18,52
344,rock-tomb,11,4,0,52
344,rock-tomb,12,1,15,52
344,rock-tomb,12,4,0,52
344,rock-tomb,13,1,15,52
344,rock-tomb,13,4,0,52
344,rock-tomb,14,1,10,52
344,rock-tomb,14,4,0,52
344,rock-tomb,15,1,10,52
344,rock-tomb,15,4,0,52
344,rock-tomb,16,1,13,52
344,rock-tomb,16,4,0,52
344,rock-tomb,17,1,13,52
344,rock-tomb,17,4,0,52
344,rock-tomb,18,1,13,52
344,rock-tomb,18,4,0,52
344,rock-tomb,20,1,9,52
344,rock-tomb,20,4,0,52
344,rock-tomb,23,1,9,52
344,rock-tomb,23,4,0,52
344,cosmic-power,5,1,42,53
344,cosmic-power,6,1,42,53
344,cosmic-power,7,1,42,53
344,cosmic-power,8,1,51,53
344,cosmic-power,9,1,51,53
344,cosmic-power,10,1,51,53
344,cosmic-power,11,1,47,53
344,cosmic-power,12,1,42,53
344,cosmic-power,13,1,42,53
344,cosmic-power,14,1,31,53
344,cosmic-power,15,1,31,53
344,cosmic-power,16,1,22,53
344,cosmic-power,17,1,22,53
344,cosmic-power,18,1,22,53
344,cosmic-power,20,1,24,53
344,cosmic-power,20,4,0,53
344,cosmic-power,23,1,24,53
344,signal-beam,9,3,0,54
344,signal-beam,10,3,0,54
344,signal-beam,14,3,0,54
344,signal-beam,16,3,0,54
344,signal-beam,18,3,0,54
344,extrasensory,11,1,39,55
344,extrasensory,14,1,28,55
344,extrasensory,15,1,28,55
344,extrasensory,16,1,31,55
344,extrasensory,17,1,31,55
344,extrasensory,18,1,31,55
344,extrasensory,20,1,27,55
344,extrasensory,23,1,27,55
344,sand-tomb,20,4,0,56
344,iron-defense,20,4,0,57
344,calm-mind,8,4,0,58
344,calm-mind,9,4,0,58
344,calm-mind,10,4,0,58
344,calm-mind,11,4,0,58
344,calm-mind,14,4,0,58
344,calm-mind,15,4,0,58
344,calm-mind,16,4,0,58
344,calm-mind,17,4,0,58
344,calm-mind,18,4,0,58
344,calm-mind,20,4,0,58
344,calm-mind,23,4,0,58
344,gravity,10,3,0,59
344,gravity,14,3,0,59
344,gravity,16,3,0,59
344,gravity,18,3,0,59
344,gyro-ball,8,4,0,60
344,gyro-ball,9,4,0,60
344,gyro-ball,10,4,0,60
344,gyro-ball,11,4,0,60
344,gyro-ball,14,4,0,60
344,gyro-ball,15,4,0,60
344,gyro-ball,16,4,0,60
344,gyro-ball,17,4,0,60
344,gyro-ball,18,4,0,60
344,gyro-ball,20,4,0,60
344,gyro-ball,23,4,0,60
344,natural-gift,8,4,0,61
344,natural-gift,9,4,0,61
344,natural-gift,10,4,0,61
344,heal-block,8,1,73,62
344,heal-block,9,1,73,62
344,heal-block,10,1,73,62
344,heal-block,11,1,64,62
344,heal-block,14,1,54,62
344,heal-block,15,1,54,62
344,heal-block,16,1,10,62
344,heal-block,17,1,10,62
344,heal-block,18,1,10,62
344,power-trick,8,1,31,63
344,power-trick,9,1,31,63
344,power-trick,10,1,31,63
344,power-trick,11,1,31,63
344,power-trick,14,1,17,63
344,power-trick,15,1,17,63
344,power-trick,16,1,25,63
344,power-trick,17,1,25,63
344,power-trick,18,1,25,63
344,power-trick,20,1,12,63
344,power-trick,23,1,12,63
344,power-swap,20,4,0,64
344,guard-swap,20,4,0,65
344,rock-polish,8,4,0,66
344,rock-polish,9,4,0,66
344,rock-polish,10,4,0,66
344,rock-polish,11,4,0,66
344,rock-polish,14,4,0,66
344,rock-polish,15,4,0,66
344,rock-polish,16,4,0,66
344,rock-polish,17,4,0,66
344,rock-polish,18,4,0,66
344,rock-polish,23,4,0,66
344,earth-power,8,1,62,67
344,earth-power,9,1,62,67
344,earth-power,9,3,0,67
344,earth-power,10,1,62,67
344,earth-power,10,3,0,67
344,earth-power,11,1,59,67
344,earth-power,14,1,40,67
344,earth-power,14,3,0,67
344,earth-power,15,1,40,67
344,earth-power,16,1,40,67
344,earth-power,16,3,0,67
344,earth-power,17,1,40,67
344,earth-power,18,1,40,67
344,earth-power,18,3,0,67
344,earth-power,20,1,30,67
344,earth-power,20,4,0,67
344,earth-power,23,1,30,67
344,giga-impact,8,4,0,68
344,giga-impact,9,4,0,68
344,giga-impact,10,4,0,68
344,giga-impact,11,4,0,68
344,giga-impact,14,4,0,68
344,giga-impact,15,4,0,68
344,giga-impact,16,4,0,68
344,giga-impact,17,4,0,68
344,giga-impact,18,4,0,68
344,giga-impact,20,4,0,68
344,giga-impact,23,4,0,68
344,nasty-plot,20,4,0,69
344,nasty-plot,23,4,0,69
344,zen-headbutt,9,3,0,70
344,zen-headbutt,10,3,0,70
344,zen-headbutt,14,3,0,70
344,zen-headbutt,16,3,0,70
344,zen-headbutt,18,3,0,70
344,zen-headbutt,20,4,0,70
344,trick-room,8,4,0,71
344,trick-room,9,4,0,71
344,trick-room,10,4,0,71
344,trick-room,11,4,0,71
344,trick-room,14,4,0,71
344,trick-room,15,4,0,71
344,trick-room,16,4,0,71
344,trick-room,17,4,0,71
344,trick-room,18,4,0,71
344,trick-room,20,4,0,71
344,trick-room,23,4,0,71
344,stone-edge,8,4,0,72
344,stone-edge,9,4,0,72
344,stone-edge,10,4,0,72
344,stone-edge,11,4,0,72
344,stone-edge,14,4,0,72
344,stone-edge,15,4,0,72
344,stone-edge,16,4,0,72
344,stone-edge,17,4,0,72
344,stone-edge,18,4,0,72
344,stone-edge,20,4,0,72
344,stone-edge,23,4,0,72
344,stealth-rock,8,4,0,73
344,stealth-rock,9,4,0,73
344,stealth-rock,10,4,0,73
344,stealth-rock,14,3,0,73
344,stealth-rock,16,3,0,73
344,stealth-rock,18,3,0,73
344,stealth-rock,20,4,0,73
344,stealth-rock,23,4,0,73
344,grass-knot,8,4,0,74
344,grass-knot,9,4,0,74
344,grass-knot,10,4,0,74
344,grass-knot,11,4,0,74
344,grass-knot,14,4,0,74
344,grass-knot,15,4,0,74
344,grass-knot,16,4,0,74
344,grass-knot,17,4,0,74
344,grass-knot,18,4,0,74
344,grass-knot,20,4,0,74
344,grass-knot,23,4,0,74
344,charge-beam,8,4,0,75
344,charge-beam,9,4,0,75
344,charge-beam,10,4,0,75
344,charge-beam,11,4,0,75
344,charge-beam,14,4,0,75
344,charge-beam,15,4,0,75
344,charge-beam,16,4,0,75
344,charge-beam,17,4,0,75
344,charge-beam,18,4,0,75
344,charge-beam,23,4,0,75
344,guard-split,11,1,54,76
344,guard-split,14,1,34,76
344,guard-split,15,1,34,76
344,guard-split,16,1,34,76
344,guard-split,17,1,34,76
344,guard-split,18,1,34,76
344,guard-split,20,1,38,76
344,guard-split,23,1,38,76
344,power-split,11,1,54,77
344,power-split,14,1,34,77
344,power-split,15,1,34,77
344,power-split,16,1,34,77
344,power-split,17,1,34,77
344,power-split,18,1,34,77
344,power-split,20,1,38,77
344,power-split,23,1,38,77
344,wonder-room,14,3,0,78
344,wonder-room,16,3,0,78
344,wonder-room,18,3,0,78
344,wonder-room,20,4,0,78
344,psyshock,11,4,0,79
344,psyshock,14,4,0,79
344,psyshock,15,4,0,79
344,psyshock,16,4,0,79
344,psyshock,17,4,0,79
344,psyshock,18,4,0,79
344,psyshock,20,4,0,79
344,telekinesis,11,4,0,80
344,telekinesis,14,4,0,80
344,telekinesis,18,3,0,80
344,smack-down,11,4,0,81
344,smack-down,14,4,0,81
344,smack-down,15,4,0,81
344,smack-down,16,4,0,81
344,smack-down,17,4,0,81
344,smack-down,18,4,0,81
344,round,11,4,0,82
344,round,14,4,0,82
344,round,15,4,0,82
344,round,16,4,0,82
344,round,17,4,0,82
344,round,18,4,0,82
344,round,20,4,0,82
344,stored-power,20,4,0,83
344,ally-switch,11,4,0,84
344,ally-switch,14,4,0,84
344,ally-switch,18,3,0,84
344,ally-switch,20,4,0,84
344,hex,20,4,0,85
344,bulldoze,11,4,0,86
344,bulldoze,14,4,0,86
344,bulldoze,15,4,0,86
344,bulldoze,16,4,0,86
344,bulldoze,17,4,0,86
344,bulldoze,18,4,0,86
344,bulldoze,20,4,0,86
344,bulldoze,23,4,0,86
344,drill-run,14,3,0,87
344,drill-run,16,3,0,87
344,drill-run,18,3,0,87
344,drill-run,20,4,0,87
344,confide,15,4,0,88
344,confide,16,4,0,88
344,confide,17,4,0,88
344,confide,18,4,0,88
344,eerie-impulse,20,4,0,89
344,dazzling-gleam,15,4,0,90
344,dazzling-gleam,16,4,0,90
344,dazzling-gleam,17,4,0,90
344,dazzling-gleam,18,4,0,90
344,dazzling-gleam,20,4,0,90
344,dazzling-gleam,23,4,0,90
344,psychic-terrain,20,4,0,91
344,body-press,20,4,0,92
344,expanding-force,20,3,0,93
344,scorching-sands,20,3,0,94
345,swords-dance,8,4,0,1
345,swords-dance,9,4,0,1
345,swords-dance,10,4,0,1
345,swords-dance,11,4,0,1
345,swords-dance,14,4,0,1
345,swords-dance,15,4,0,1
345,swords-dance,16,4,0,1
345,swords-dance,17,4,0,1
345,swords-dance,18,4,0,1
345,swords-dance,20,4,0,1
345,swords-dance,23,4,0,1
345,bind,14,3,0,2
345,bind,16,3,0,2
345,bind,18,3,0,2
345,bind,20,2,0,2
345,bind,23,2,0,2
345,body-slam,6,3,0,3
345,body-slam,7,3,0,3
345,body-slam,13,3,0,3
345,body-slam,20,4,0,3
345,wrap,20,1,1,4
345,wrap,23,1,1,4
345,double-edge,6,3,0,5
345,double-edge,7,3,0,5
345,double-edge,13,3,0,5
345,acid,5,1,15,6
345,acid,6,1,15,6
345,acid,7,1,15,6
345,acid,8,1,8,6
345,acid,9,1,8,6
345,acid,10,1,8,6
345,acid,11,1,8,6
345,acid,12,1,15,6
345,acid,13,1,15,6
345,acid,14,1,8,6
345,acid,15,1,8,6
345,acid,16,1,5,6
345,acid,17,1,5,6
345,acid,18,1,5,6
345,acid,20,1,4,6
345,acid,23,1,4,6
345,mega-drain,11,2,0,7
345,mega-drain,14,2,0,7
345,mega-drain,15,2,0,7
345,mega-drain,16,2,0,7
345,mega-drain,17,2,0,7
345,mega-drain,18,2,0,7
345,mega-drain,20,1,20,7
345,mega-drain,23,1,20,7
345,mega-drain,23,2,0,7
345,solar-beam,5,4,0,8
345,solar-beam,6,4,0,8
345,solar-beam,7,4,0,8
345,solar-beam,8,4,0,8
345,solar-beam,9,4,0,8
345,solar-beam,10,4,0,8
345,solar-beam,11,4,0,8
345,solar-beam,12,4,0,8
345,solar-beam,13,4,0,8
345,solar-beam,14,4,0,8
345,solar-beam,15,4,0,8
345,solar-beam,16,4,0,8
345,solar-beam,17,4,0,8
345,solar-beam,18,4,0,8
345,solar-beam,20,4,0,8
345,solar-beam,23,4,0,8
345,string-shot,10,3,0,9
345,toxic,5,4,0,10
345,toxic,6,4,0,10
345,toxic,7,4,0,10
345,toxic,8,4,0,10
345,toxic,9,4,0,10
345,toxic,10,4,0,10
345,toxic,11,4,0,10
345,toxic,12,4,0,10
345,toxic,13,4,0,10
345,toxic,14,4,0,10
345,toxic,15,4,0,10
345,toxic,16,4,0,10
345,toxic,17,4,0,10
345,toxic,18,4,0,10
345,mimic,6,3,0,11
345,mimic,7,3,0,11
345,mimic,13,3,0,11
345,double-team,5,4,0,12
345,double-team,6,4,0,12
345,double-team,7,4,0,12
345,double-team,8,4,0,12
345,double-team,9,4,0,12
345,double-team,10,4,0,12
345,double-team,11,4,0,12
345,double-team,12,4,0,12
345,double-team,13,4,0,12
345,double-team,14,4,0,12
345,double-team,15,4,0,12
345,double-team,16,4,0,12
345,double-team,17,4,0,12
345,double-team,18,4,0,12
345,double-team,23,4,0,12
345,recover,5,2,0,13
345,recover,6,2,0,13
345,recover,7,2,0,13
345,recover,8,2,0,13
345,recover,9,2,0,13
345,recover,10,2,0,13
345,recover,11,2,0,13
345,recover,14,2,0,13
345,recover,15,2,0,13
345,recover,16,2,0,13
345,recover,17,2,0,13
345,recover,18,2,0,13
345,recover,20,2,0,13
345,recover,23,2,0,13
345,confuse-ray,5,1,29,14
345,confuse-ray,6,1,29,14
345,confuse-ray,7,1,29,14
345,confuse-ray,8,1,22,14
345,confuse-ray,9,1,22,14
345,confuse-ray,10,1,22,14
345,confuse-ray,11,1,22,14
345,confuse-ray,12,1,29,14
345,confuse-ray,13,1,29,14
345,confuse-ray,14,1,22,14
345,confuse-ray,15,1,22,14
345,confuse-ray,16,1,13,14
345,confuse-ray,17,1,13,14
345,confuse-ray,18,1,13,14
345,confuse-ray,20,1,8,14
345,confuse-ray,23,1,8,14
345,barrier,5,2,0,15
345,barrier,6,2,0,15
345,barrier,7,2,0,15
345,barrier,8,2,0,15
345,barrier,9,2,0,15
345,barrier,10,2,0,15
345,barrier,11,2,0,15
345,barrier,14,2,0,15
345,barrier,15,2,0,15
345,barrier,16,2,0,15
345,barrier,17,2,0,15
345,barrier,18,2,0,15
345,constrict,5,1,8,16
345,constrict,6,1,8,16
345,constrict,7,1,8,16
345,constrict,8,1,1,16
345,constrict,9,1,1,16
345,constrict,10,1,1,16
345,constrict,11,1,1,16
345,constrict,12,1,8,16
345,constrict,13,1,8,16
345,constrict,14,1,1,16
345,constrict,15,1,1,16
345,constrict,16,1,1,16
345,constrict,17,1,1,16
345,constrict,18,1,1,16
345,amnesia,5,1,36,17
345,amnesia,6,1,36,17
345,amnesia,7,1,36,17
345,amnesia,8,1,29,17
345,amnesia,9,1,29,17
345,amnesia,10,1,29,17
345,amnesia,11,1,29,17
345,amnesia,12,1,36,17
345,amnesia,13,1,36,17
345,amnesia,14,1,29,17
345,amnesia,15,1,29,17
345,amnesia,16,1,36,17
345,amnesia,17,1,36,17
345,amnesia,18,1,36,17
345,amnesia,20,1,28,17
345,amnesia,20,4,0,17
345,amnesia,23,1,28,17
345,flash,8,4,0,18
345,flash,9,4,0,18
345,flash,10,4,0,18
345,flash,11,4,0,18
345,flash,14,4,0,18
345,flash,15,4,0,18
345,flash,16,4,0,18
345,flash,23,4,0,18
345,rest,5,4,0,19
345,rest,6,4,0,19
345,rest,7,4,0,19
345,rest,8,4,0,19
345,rest,9,4,0,19
345,rest,10,4,0,19
345,rest,11,4,0,19
345,rest,12,4,0,19
345,rest,13,4,0,19
345,rest,14,4,0,19
345,rest,15,4,0,19
345,rest,16,4,0,19
345,rest,17,4,0,19
345,rest,18,4,0,19
345,rest,20,4,0,19
345,rest,23,4,0,19
345,rock-slide,5,2,0,20
345,rock-slide,6,2,0,20
345,rock-slide,6,3,0,20
345,rock-slide,7,2,0,20
345,rock-slide,7,3,0,20
345,rock-slide,8,2,0,20
345,rock-slide,8,4,0,20
345,rock-slide,9,2,0,20
345,rock-slide,9,4,0,20
345,rock-slide,10,2,0,20
345,rock-slide,10,4,0,20
345,rock-slide,11,4,0,20
345,rock-slide,14,4,0,20
345,rock-slide,15,4,0,20
345,rock-slide,16,4,0,20
345,rock-slide,17,4,0,20
345,rock-slide,18,4,0,20
345,rock-slide,20,4,0,20
345,rock-slide,23,4,0,20
345,substitute,6,3,0,21
345,substitute,7,3,0,21
345,substitute,8,4,0,21
345,substitute,9,4,0,21
345,substitute,10,4,0,21
345,substitute,11,4,0,21
345,substitute,13,3,0,21
345,substitute,14,4,0,21
345,substitute,15,4,0,21
345,substitute,16,4,0,21
345,substitute,17,4,0,21
345,substitute,18,4,0,21
345,substitute,20,4,0,21
345,substitute,23,4,0,21
345,snore,6,3,0,22
345,snore,9,3,0,22
345,snore,10,3,0,22
345,snore,14,3,0,22
345,snore,16,3,0,22
345,snore,18,3,0,22
345,snore,20,4,0,22
345,curse,10,2,0,23
345,curse,11,2,0,23
345,curse,14,2,0,23
345,curse,15,2,0,23
345,curse,16,2,0,23
345,curse,17,2,0,23
345,curse,18,2,0,23
345,curse,20,2,0,23
345,curse,23,2,0,23
345,protect,5,4,0,24
345,protect,6,4,0,24
345,protect,7,4,0,24
345,protect,8,4,0,24
345,protect,9,4,0,24
345,protect,10,4,0,24
345,protect,11,4,0,24
345,protect,12,4,0,24
345,protect,13,4,0,24
345,protect,14,4,0,24
345,protect,15,4,0,24
345,protect,16,4,0,24
345,protect,17,4,0,24
345,protect,18,4,0,24
345,protect,20,4,0,24
